时间,SZ161226,SZ162719,SZ161129,SH501018,SZ160416,SZ160723,SZ162411,SH501225,SZ161815,SZ161116,SZ163208,SZ161128,SZ161130,SZ160216,SZ165513,SZ161125,SH501312,SZ164701,SZ160719,SZ160140,SZ161127,SH501043,SZ161126,SZ162415,SZ161831,SZ164824,SZ164705,SH501300,SZ164906,SZ160924,SZ161124,SH501302,SZ160717,SH501025,SZ160644
2026-06-02 06:17,6.85,0.14,0.06,-0.65,-0.86,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 09:16,35.03,12.13,9.09,7.12,6.52,6.17,3.2,3.16,2.68,2.55,1.74,1.7,1.58,1.01,0.89,0.66,0.45,0.42,0.14,0.14,-0.59,-0.93,-0.94,-0.94,-0.97,-1.02,-1.02,-1.06,-1.09,-1.12,-1.23,-1.24,-1.27,-1.44,-2.28
2026-06-03 06:30,36.09,9.69,9.41,6.64,5.71,5.28,3.52,3.47,1.58,1.46,0.56,0.16,0.15,0.06,0.05,-0.05,-0.24,-0.31,-0.33,-0.49,-0.65,-0.66,-0.67,-0.67,-0.73,-0.78,-0.8,-0.86,-1.14,-1.25,-1.26,-1.27,-1.38,-2.33,-3.24
2026-06-03 10:01,36.06,9.63,8.61,6.54,5.95,5.76,4.91,4.06,1.74,1.64,0.35,0.26,0.25,0.09,-0.07,-0.19,-0.27,-0.31,-0.38,-0.38,-0.39,-0.58,-0.74,-0.74,-0.76,-0.78,-0.82,-0.98,-1.09,-1.13,-1.26,-1.27,-1.44,-2.14,-3.04
2026-06-04 06:22,29.84,6.45,4.99,4.99,3.76,2.67,2.51,1.56,1.43,0.93,0.49,0.27,-0.11,-0.19,-0.2,-0.29,-0.3,-0.35,-0.37,-0.4,-0.45,-0.48,-0.5,-0.57,-0.76,-0.85,-0.9,-0.97,-1.05,-1.05,-1.16,-1.2,-1.3,-1.83,-2.21
2026-06-04 08:57,29.84,6.43,4.51,4.41,4.12,2.93,1.82,1.5,0.99,0.82,0.15,0.08,-0.03,-0.08,-0.19,-0.21,-0.26,-0.29,-0.37,-0.43,-0.47,-0.57,-0.61,-0.72,-0.76,-0.79,-0.87,-0.9,-1.09,-1.11,-1.28,-1.3,-1.38,-1.52,-2.52
2026-06-05 06:02,25.58,5.94,4.44,4.1,3.09,3.01,2.58,2.38,1.18,0.26,0.26,0.19,-0.1,-0.22,-0.37,-0.4,-0.49,-0.58,-0.61,-0.95,-1.14,-1.19,-1.22,-1.26,-1.26,-1.3,-1.32,-1.33,-1.41,-1.46,-1.6,-1.6,-1.61,-1.7,-2.45
2026-06-05 08:51,26.06,5.45,4.7,3.35,2.95,2.66,2.24,1.84,1.12,0.95,0.19,-0.14,-0.3,-0.43,-0.45,-0.53,-0.53,-0.6,-1.09,-1.11,-1.19,-1.2,-1.25,-1.28,-1.28,-1.29,-1.3,-1.36,-1.39,-1.41,-1.41,-1.44,-1.52,-1.6,-1.79
2026-06-08 06:21,30.6,13.95,12.55,11.36,5.17,4.61,4.22,3.71,3.55,3.36,2.73,2.07,1.42,1.28,1.27,0.73,-0.06,-0.07,-0.08,-0.26,-0.37,-0.64,-0.72,-0.82,-0.85,-0.89,-0.89,-0.9,-1.0,-1.02,-1.05,-1.39,-1.44,-1.86,-2.54
2026-06-08 09:52,38.67,17.68,15.78,14.79,5.08,4.61,4.55,4.51,4.13,3.96,3.67,2.61,1.41,1.35,0.21,0.2,0.11,-0.15,-0.29,-0.34,-0.37,-0.74,-0.78,-0.82,-0.88,-0.9,-0.94,-1.0,-1.02,-1.02,-1.03,-1.21,-1.54,-1.89,-2.33
2026-06-09 05:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09 08:38,40.14,8.57,8.01,6.44,6.21,5.87,4.9,4.79,2.63,1.27,0.81,0.72,0.61,0.53,0.27,0.26,-0.05,-0.07,-0.11,-0.16,-0.29,-0.36,-0.49,-0.52,-0.55,-0.57,-0.61,-0.63,-0.72,-0.74,-1.18,-1.47,-1.53,-1.63,-1.91
2026-06-10 06:03,33.2,13.84,9.26,9.13,5.31,4.81,4.08,3.13,1.23,0.81,0.36,0.26,-0.12,-0.33,-0.35,-0.4,-0.42,-0.49,-0.5,-0.53,-0.7,-0.78,-0.88,-1.04,-1.08,-1.25,-1.31,-1.34,-1.36,-1.72,-1.73,-1.8,-1.89,-1.94,-2.3
2026-06-10 08:59,33.23,11.88,9.01,8.31,5.24,4.96,3.74,3.17,3.13,1.45,1.17,0.3,0.29,0.16,-0.19,-0.2,-0.24,-0.52,-0.8,-0.82,-0.89,-0.94,-1.04,-1.12,-1.15,-1.18,-1.25,-1.31,-1.36,-1.38,-1.66,-1.74,-1.86,-1.97,-2.41
2026-06-11 06:20,39.57,14.3,10.63,10.22,6.6,5.74,4.65,3.73,1.78,0.63,0.4,0.2,0.09,-0.07,-0.14,-0.16,-0.18,-0.19,-0.19,-0.24,-0.37,-0.44,-0.45,-0.46,-0.48,-0.54,-0.6,-0.68,-0.69,-0.72,-0.82,-0.86,-1.15,-2.06,-2.39
2026-06-11 09:18,42.64,14.02,10.47,10.14,8.47,6.33,4.5,3.92,2.04,0.4,0.2,0.16,-0.11,-0.14,-0.18,-0.27,-0.34,-0.34,-0.38,-0.4,-0.4,-0.41,-0.51,-0.53,-0.53,-0.65,-0.7,-0.76,-0.8,-0.82,-0.87,-1.15,-1.53,-1.97,-2.06
2026-06-12 06:15,36.23,10.89,7.71,7.38,7.1,4.53,4.17,2.87,1.45,0.1,-0.15,-0.19,-0.2,-0.25,-0.31,-0.31,-0.35,-0.39,-0.44,-0.54,-0.55,-0.62,-0.68,-0.7,-0.7,-0.75,-0.85,-0.85,-1.15,-1.15,-1.2,-1.41,-1.42,-1.49,-1.67
2026-06-12 09:08,36.32,12.38,9.59,9.33,7.0,3.37,2.7,2.11,0.76,0.2,-0.1,-0.11,-0.16,-0.2,-0.32,-0.42,-0.45,-0.47,-0.51,-0.55,-0.65,-0.69,-0.71,-0.75,-0.77,-0.9,-0.94,-1.02,-1.05,-1.09,-1.15,-1.22,-1.41,-1.42,-1.49
2026-06-15 06:59,40.62,11.5,9.24,7.91,7.59,6.16,5.49,4.55,3.35,2.71,1.82,1.78,1.39,1.18,0.61,0.54,0.48,0.41,0.33,0.12,0.11,-0.15,-0.3,-0.36,-0.37,-0.4,-0.44,-0.57,-0.71,-0.81,-0.9,-2.65,-3.27,-3.4,-3.6
2026-06-15 11:20,40.41,11.44,9.12,7.96,7.81,6.13,6.01,4.55,3.31,2.39,1.88,1.78,1.43,1.37,0.73,0.58,0.58,0.52,0.45,0.45,0.28,0.19,-0.04,-0.35,-0.43,-0.44,-0.51,-0.58,-0.74,-0.8,-0.83,-2.8,-3.27,-3.28,-3.4
2026-06-16 07:04,31.45,11.54,7.27,6.94,6.38,5.11,4.16,2.34,1.81,1.58,0.46,0.36,0.15,0.1,-0.06,-0.21,-0.25,-0.37,-0.49,-0.56,-0.64,-0.65,-0.7,-0.71,-0.71,-0.72,-0.76,-0.85,-0.89,-0.98,-1.1,-1.13,-1.16,-1.21,-2.38
2026-06-16 10:19,31.45,11.54,7.93,6.94,6.38,5.17,4.16,2.34,1.81,0.46,0.36,0.15,-0.06,-0.25,-0.26,-0.31,-0.38,-0.38,-0.57,-0.63,-0.65,-0.68,-0.7,-0.7,-0.72,-0.89,-0.98,-0.99,-1.06,-1.1,-1.13,-1.16,-1.18,-1.21,-2.38
2026-06-17 06:40,37.09,12.36,8.18,7.65,7.5,6.13,5.69,3.94,2.4,0.73,0.57,0.51,0.25,-0.1,-0.12,-0.2,-0.23,-0.29,-0.31,-0.42,-0.52,-0.58,-0.72,-0.72,-0.73,-0.9,-0.96,-1.01,-1.09,-1.1,-1.11,-1.48,-1.74,-1.83,-1.9
2026-06-17 09:58,37.0,11.92,7.59,7.38,7.26,6.23,5.79,3.9,2.49,2.23,0.12,0.11,-0.1,-0.17,-0.2,-0.28,-0.31,-0.32,-0.42,-0.6,-0.68,-0.69,-0.69,-0.72,-0.85,-0.89,-0.89,-0.95,-0.97,-1.06,-1.11,-1.4,-1.62,-1.69,-1.96
2026-06-18 06:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-18 09:23,33.34,11.7,8.07,7.66,7.47,6.79,4.78,3.57,1.72,1.38,1.01,0.89,0.57,0.5,0.45,0.18,0.15,0.1,-0.2,-0.21,-0.23,-0.49,-0.5,-0.54,-0.77,-0.79,-0.9,-0.91,-1.07,-1.17,-1.18,-1.39,-1.4,-1.42,-1.91
2026-06-19 06:49,26.61,12.85,8.64,7.67,4.82,4.56,4.32,2.47,1.43,1.3,1.18,1.03,0.92,0.54,0.13,-0.04,-0.04,-0.13,-0.13,-0.2,-0.23,-0.25,-0.4,-0.53,-0.55,-0.63,-0.63,-0.71,-0.84,-0.92,-0.95,-1.03,-1.14,-1.27,-2.49
2026-06-19 09:49,26.61,12.85,8.64,7.67,4.82,4.56,4.32,2.47,1.43,1.3,1.18,1.03,0.92,0.54,0.13,-0.04,-0.04,-0.13,-0.13,-0.2,-0.23,-0.25,-0.4,-0.53,-0.55,-0.63,-0.63,-0.71,-0.84,-0.92,-0.95,-1.03,-1.14,-1.27,-2.49
2026-06-22 07:01,24.61,13.04,9.91,8.31,7.56,4.13,3.97,2.18,1.93,1.27,-0.09,-0.1,-0.19,-0.19,-0.24,-0.33,-0.34,-0.37,-0.51,-0.57,-0.61,-0.62,-0.73,-1.0,-1.03,-1.06,-1.24,-1.24,-1.29,-1.45,-1.47,-1.51,-1.59,-1.72,-2.53
2026-06-22 10:45,24.61,13.04,9.91,8.64,7.56,4.26,3.97,2.25,2.19,1.48,0.9,0.32,0.12,0.07,-0.09,-0.1,-0.2,-0.37,-0.49,-0.51,-0.61,-0.61,-0.72,-0.9,-0.94,-1.0,-1.0,-1.18,-1.29,-1.45,-1.47,-1.51,-1.59,-1.8,-2.53
2026-06-23 05:46,18.22,8.76,7.02,5.2,4.86,1.23,1.1,0.84,0.81,0.59,0.28,0.07,0.06,-0.1,-0.21,-0.41,-0.43,-0.82,-0.82,-1.24,-1.34,-1.52,-1.54,-1.83,-1.91,-2.0,-2.08,-2.11,-2.13,-2.16,-2.25,-2.26,-2.75,-3.25,-3.94
2026-06-23 08:36,18.63,7.8,7.16,4.86,4.47,0.79,0.75,0.58,0.38,0.35,-0.19,-0.21,-0.25,-0.29,-0.41,-0.43,-0.54,-0.67,-0.98,-1.01,-1.44,-1.83,-1.9,-2.04,-2.06,-2.16,-2.41,-2.54,-2.59,-2.6,-2.61,-2.68,-2.87,-3.56,-4.72
2026-06-24 05:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-24 08:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25 05:46,36.81,11.75,6.42,6.2,3.12,2.9,0.97,0.62,0.59,0.36,0.27,0.22,0.12,0.12,-0.1,-0.11,-0.22,-0.46,-0.53,-0.56,-0.7,-0.71,-0.76,-0.79,-0.81,-0.84,-0.93,-1.03,-1.17,-1.18,-1.64,-1.95,-2.08,-2.4,-2.83
2026-06-25 08:29,36.75,11.43,6.93,6.37,3.36,2.9,0.93,0.71,0.33,0.13,0.06,-0.1,-0.14,-0.25,-0.35,-0.45,-0.56,-0.57,-0.71,-0.76,-0.77,-0.78,-0.98,-1.01,-1.03,-1.13,-1.17,-1.22,-1.49,-1.5,-1.56,-1.95,-1.97,-2.52,-2.86
2026-06-26 05:51,26.71,8.27,3.15,2.29,1.18,1.03,0.63,0.4,0.24,-0.15,-0.17,-0.2,-0.23,-0.27,-0.31,-0.5,-0.92,-1.07,-1.11,-1.17,-1.27,-1.27,-1.37,-1.46,-1.49,-1.5,-1.63,-1.69,-1.73,-1.77,-1.82,-1.98,-2.19,-3.19,-4.84
2026-06-26 08:34,26.66,9.71,3.2,2.41,1.35,0.73,0.58,0.18,0.08,-0.1,-0.13,-0.5,-0.63,-0.77,-0.8,-0.81,-0.85,-0.92,-0.96,-0.99,-1.06,-1.06,-1.14,-1.16,-1.53,-1.58,-1.72,-1.73,-1.73,-1.84,-1.84,-1.84,-1.97,-2.58,-4.48
2026-06-29 06:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-29 09:55,38.21,6.54,4.82,4.5,3.4,3.01,2.42,1.82,1.75,1.52,1.43,0.5,-0.1,-0.11,-0.14,-0.19,-0.2,-0.41,-0.46,-0.46,-0.63,-0.67,-0.76,-0.8,-0.82,-0.85,-0.86,-0.87,-0.92,-0.94,-1.03,-1.1,-1.12,-1.16,-1.32
2026-06-30 05:49,31.16,5.3,3.83,2.78,2.1,1.04,0.68,0.44,0.43,0.43,0.4,0.38,0.38,0.25,0.07,0.06,-0.17,-0.2,-0.62,-0.76,-0.78,-0.93,-0.93,-0.95,-1.25,-1.27,-1.3,-1.4,-1.44,-1.51,-1.6,-1.67,-1.8,-1.95,-2.1
2026-06-30 08:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01 06:07,26.07,4.0,2.33,1.86,1.07,0.93,0.75,0.58,0.54,0.52,0.5,0.08,0.06,-0.25,-0.31,-0.49,-0.56,-0.58,-0.65,-0.65,-0.72,-0.73,-0.88,-1.05,-1.06,-1.19,-1.25,-1.3,-1.42,-1.82,-1.85,-2.04,-2.11,-2.21,-4.27
2026-07-01 08:53,26.1,4.2,2.46,1.86,1.07,0.93,0.66,0.6,0.42,0.22,-0.06,-0.18,-0.2,-0.25,-0.32,-0.37,-0.41,-0.49,-0.56,-0.69,-0.73,-0.81,-0.86,-0.99,-0.99,-1.04,-1.35,-1.41,-1.42,-1.63,-1.74,-1.98,-2.05,-2.23,-3.9
2026-07-02 05:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-02 08:20,25.42,8.19,2.13,1.4,0.94,0.73,0.68,0.55,0.34,0.28,0.17,0.09,-0.07,-0.1,-0.14,-0.18,-0.18,-0.19,-0.26,-0.36,-0.48,-0.53,-0.57,-0.65,-0.7,-0.89,-0.89,-0.93,-1.01,-1.02,-1.08,-1.21,-1.89,-1.9,-4.5
2026-07-03 05:32,34.03,13.83,4.18,3.86,3.11,1.66,1.52,1.51,1.0,0.94,0.93,0.81,0.76,0.73,0.71,0.65,0.61,0.47,0.4,0.36,0.3,0.24,0.18,-0.11,-0.14,-0.16,-0.36,-0.4,-0.43,-0.58,-0.6,-0.63,-0.73,-1.01,-1.92
2026-07-03 08:20,33.08,14.17,4.0,3.91,3.45,1.88,1.82,1.74,1.33,1.18,1.15,1.02,0.81,0.77,0.53,0.5,0.49,0.47,0.4,0.4,0.34,0.34,0.29,0.22,0.19,-0.12,-0.22,-0.24,-0.36,-0.36,-0.53,-0.63,-0.76,-0.86,-1.63
2026-07-06 06:06,30.05,13.37,4.09,3.48,2.9,2.84,2.46,2.09,1.97,1.91,1.9,0.96,0.96,0.41,0.3,0.2,0.12,0.09,-0.1,-0.11,-0.29,-0.3,-0.36,-0.38,-0.42,-0.46,-0.46,-0.63,-0.63,-0.67,-0.7,-0.78,-0.85,-1.7,-2.42
2026-07-06 09:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 05:46,25.33,9.07,6.36,3.99,3.17,2.18,1.69,1.57,1.49,1.44,0.82,0.55,0.34,0.16,0.12,0.05,-0.05,-0.09,-0.29,-0.35,-0.43,-0.46,-0.51,-0.55,-0.92,-0.97,-0.99,-1.19,-1.36,-1.51,-1.54,-1.64,-1.86,-2.34,-6.07
2026-07-07 08:34,24.46,10.41,8.33,4.85,3.82,2.95,2.07,1.89,1.65,0.99,0.54,0.27,0.23,0.21,0.13,0.13,0.11,-0.09,-0.29,-0.36,-0.44,-0.67,-0.79,-0.79,-0.8,-0.85,-0.99,-1.1,-1.27,-1.41,-1.52,-1.62,-1.82,-2.35,-6.12
2026-07-08 04:50,31.13,11.5,11.22,7.25,5.99,3.64,3.49,2.08,2.01,1.99,0.59,0.57,0.33,0.25,0.24,0.12,-0.08,-0.11,-0.21,-0.28,-0.29,-0.34,-0.37,-0.45,-0.62,-0.62,-0.66,-0.67,-0.71,-0.76,-0.87,-0.9,-1.03,-1.99,-2.53
2026-07-08 07:38,27.22,15.22,12.25,10.52,8.52,3.74,2.98,2.83,2.01,1.88,1.81,1.06,0.93,0.65,0.59,0.59,0.52,0.24,0.23,-0.17,-0.24,-0.28,-0.29,-0.34,-0.41,-0.41,-0.57,-0.61,-0.66,-0.74,-0.8,-0.89,-1.01,-3.07,-3.17
2026-07-09 05:46,28.85,16.47,13.86,11.52,8.9,3.44,2.45,1.71,1.66,0.54,0.48,0.31,0.3,0.28,0.03,-0.14,-0.18,-0.2,-0.29,-0.32,-0.34,-0.43,-0.43,-0.59,-0.66,-0.67,-0.68,-0.8,-0.81,-0.84,-0.88,-1.15,-1.18,-1.95,-2.26
2026-07-09 08:41,30.11,15.27,10.87,6.36,4.68,4.12,3.08,2.23,0.86,0.73,0.43,0.38,0.38,0.31,0.3,0.26,0.07,-0.09,-0.1,-0.11,-0.15,-0.24,-0.27,-0.27,-0.34,-0.42,-0.49,-0.58,-0.89,-1.05,-1.08,-1.38,-1.38,-1.89,-2.16
2026-07-10 05:43,23.11,14.16,12.35,9.88,7.79,3.08,1.91,1.73,0.88,0.29,0.22,0.19,-0.25,-0.38,-0.41,-0.47,-0.47,-0.51,-0.53,-0.65,-0.66,-0.68,-0.68,-0.73,-0.74,-0.75,-0.8,-0.87,-0.91,-0.99,-1.02,-1.03,-1.04,-1.04,-1.22
2026-07-10 08:31,21.73,13.77,12.48,8.72,7.17,2.95,2.66,1.6,1.47,1.42,0.77,0.21,0.17,0.13,0.09,-0.08,-0.24,-0.31,-0.31,-0.48,-0.57,-0.6,-0.66,-0.7,-0.73,-0.74,-0.75,-0.83,-0.92,-0.93,-0.99,-1.04,-1.08,-1.38,-1.5
2026-07-13 05:04,22.16,21.22,17.25,15.07,10.43,3.94,1.91,1.76,1.43,1.23,0.85,0.56,0.47,0.47,0.26,0.09,-0.18,-0.22,-0.37,-0.43,-0.53,-0.71,-0.76,-0.79,-0.88,-0.91,-0.99,-1.24,-1.53,-1.58,-1.6,-1.72,-1.72,-1.74,-4.23
2026-07-13 08:25,23.01,20.23,19.66,16.15,11.01,3.09,1.84,1.8,1.65,1.23,1.18,0.81,0.52,0.3,-0.12,-0.29,-0.38,-0.42,-0.48,-0.59,-0.9,-0.96,-0.97,-0.98,-1.12,-1.24,-1.27,-1.51,-1.58,-1.72,-1.73,-1.8,-1.85,-1.94,-4.7
2026-07-14 04:31,24.96,22.68,22.63,18.65,13.32,4.31,3.03,2.8,1.79,1.6,1.57,1.53,1.31,1.12,0.3,0.24,0.23,0.13,0.07,-0.1,-0.17,-0.3,-0.41,-0.74,-0.78,-0.79,-0.88,-0.91,-1.19,-1.22,-1.29,-1.32,-1.48,-1.95,-3.71
2026-07-14 07:17,27.16,27.12,25.24,21.2,16.23,4.16,3.89,2.8,2.24,2.24,2.15,1.86,1.61,1.21,0.47,0.36,0.29,0.24,0.15,0.13,-0.06,-0.25,-0.31,-0.36,-0.4,-0.43,-0.48,-0.61,-0.69,-0.75,-0.78,-0.88,-0.93,-1.31,-1.36
2026-07-15 04:32,24.08,23.88,21.72,18.34,12.74,3.33,2.95,2.56,2.43,1.02,0.85,0.84,0.82,0.4,0.27,-0.13,-0.17,-0.19,-0.2,-0.26,-0.31,-0.39,-0.44,-0.55,-0.56,-0.65,-0.73,-0.75,-0.82,-1.06,-1.11,-1.36,-1.37,-1.45,-1.45
2026-07-15 07:20,25.06,15.98,13.8,12.76,11.55,3.57,3.27,2.75,1.44,0.9,0.54,0.45,0.27,0.22,0.21,0.19,0.14,-0.07,-0.09,-0.15,-0.2,-0.32,-0.35,-0.38,-0.49,-0.56,-0.65,-0.73,-0.75,-0.99,-1.06,-1.11,-1.26,-1.32,-1.45
2026-07-16 04:42,24.0,14.5,12.61,11.32,8.49,3.56,3.4,2.79,2.47,0.69,0.3,0.18,0.14,0.12,0.04,-0.2,-0.33,-0.38,-0.42,-0.48,-0.55,-0.57,-0.57,-0.6,-0.69,-0.73,-0.73,-0.78,-0.85,-0.85,-0.87,-1.01,-1.07,-1.34,-2.62
2026-07-16 07:29,20.69,14.23,10.59,10.35,8.28,3.1,3.09,2.89,1.74,0.86,0.71,0.3,0.27,0.2,-0.05,-0.48,-0.55,-0.57,-0.65,-0.67,-0.73,-0.8,-0.81,-0.84,-0.86,-0.89,-0.9,-0.91,-1.0,-1.06,-1.08,-1.12,-1.14,-1.34,-3.44
2026-07-17 04:45,19.94,16.59,10.05,8.77,7.35,3.63,2.41,2.32,1.78,0.92,0.29,0.15,0.14,0.06,-0.13,-0.23,-0.24,-0.26,-0.29,-0.31,-0.34,-0.34,-0.44,-0.53,-0.55,-0.56,-0.64,-0.66,-0.75,-1.13,-1.22,-1.36,-1.51,-3.34,-5.13
2026-07-17 07:25,16.61,16.47,14.2,11.35,9.91,6.47,1.89,1.39,1.03,0.53,0.5,0.48,0.42,0.29,0.24,0.15,-0.08,-0.15,-0.17,-0.19,-0.25,-0.42,-0.53,-0.53,-0.57,-0.65,-0.74,-0.77,-0.81,-0.83,-1.48,-1.76,-2.58,-3.75,-6.49
2026-07-20 05:09,21.09,20.89,17.61,16.57,15.63,3.71,2.99,2.65,2.6,2.6,2.25,1.48,1.35,1.26,0.83,0.35,-0.16,-0.19,-0.31,-0.36,-0.36,-0.37,-0.38,-0.46,-0.53,-0.54,-0.55,-0.62,-0.69,-0.69,-0.76,-0.85,-0.97,-1.38,-2.74
2026-07-20 08:14,23.3,20.8,19.55,18.66,16.49,3.29,3.27,2.82,2.36,2.3,2.13,2.04,1.93,1.53,0.54,0.41,-0.31,-0.31,-0.46,-0.48,-0.5,-0.54,-0.58,-0.61,-0.63,-0.69,-0.74,-0.76,-0.76,-0.78,-0.91,-0.93,-1.11,-1.14,-1.61
2026-07-21 04:50,26.92,15.62,15.61,15.31,11.31,3.89,3.28,2.87,2.42,1.19,0.53,0.51,0.45,0.44,0.37,0.17,0.17,0.15,-0.14,-0.21,-0.21,-0.21,-0.27,-0.36,-0.4,-0.42,-0.63,-0.73,-0.86,-0.9,-0.93,-0.98,-1.24,-1.43,-1.59
2026-07-21 07:39,31.94,20.07,17.43,15.61,11.47,4.56,3.98,3.39,2.95,1.67,1.67,1.35,1.17,0.9,0.61,0.56,0.52,0.22,0.19,0.18,-0.22,-0.22,-0.28,-0.45,-0.5,-0.5,-0.53,-0.53,-0.63,-0.67,-0.69,-0.77,-0.81,-0.91,-0.98
2026-07-22 04:50,27.43,19.9,18.59,18.12,13.02,3.09,2.77,2.08,1.97,1.57,1.31,1.28,0.85,0.46,0.41,0.36,0.08,-0.03,-0.07,-0.09,-0.25,-0.32,-0.35,-0.38,-0.48,-0.48,-0.53,-0.67,-0.69,-0.88,-1.06,-1.07,-1.09,-2.58,-2.99
2026-07-22 07:40,27.21,19.83,19.19,15.98,14.2,2.39,2.09,1.74,1.64,1.18,0.63,0.63,0.44,0.34,0.3,0.3,0.22,0.11,-0.11,-0.14,-0.24,-0.39,-0.51,-0.63,-0.67,-0.69,-0.7,-0.86,-0.87,-0.89,-0.96,-1.71,-1.77,-3.4,-6.04
2026-07-23 04:56,23.87,22.03,20.86,18.79,15.26,2.89,2.2,1.95,1.83,1.1,0.96,0.71,0.21,0.19,-0.08,-0.11,-0.11,-0.16,-0.18,-0.27,-0.28,-0.29,-0.41,-0.5,-0.67,-0.72,-0.74,-0.8,-0.83,-0.91,-0.97,-1.02,-1.07,-1.19,-1.24
2026-07-23 07:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24 04:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24 07:39,23.21,20.02,14.21,13.3,13.09,3.53,2.51,2.16,1.4,1.15,0.66,0.54,0.34,-0.13,-0.2,-0.23,-0.32,-0.38,-0.42,-0.42,-0.44,-0.51,-0.66,-0.67,-0.68,-0.69,-0.72,-0.79,-0.88,-0.94,-1.06,-1.62,-1.81,-2.3,-4.38
2026-07-27 05:28,27.65,13.93,12.32,6.89,6.23,5.54,4.4,2.97,2.68,1.18,0.95,0.82,0.74,0.61,0.57,0.35,0.17,0.14,0.06,-0.14,-0.2,-0.25,-0.39,-0.4,-0.48,-0.56,-0.67,-0.69,-0.9,-1.22,-1.52,-2.89,-3.0,-3.12,-3.29
2026-07-27 08:41,30.53,15.02,12.21,6.5,5.42,5.4,4.77,3.37,2.11,1.74,1.52,1.25,1.08,0.89,0.87,0.8,0.46,0.39,-0.06,-0.1,-0.12,-0.14,-0.14,-0.2,-0.3,-0.4,-0.5,-0.62,-0.69,-0.74,-1.71,-3.2,-3.43,-3.49,-3.56
2026-07-28 04:45,24.28,13.61,9.92,7.43,7.26,3.96,2.47,2.44,2.38,2.31,0.18,0.16,-0.31,-0.33,-0.37,-0.43,-0.52,-0.58,-0.59,-0.78,-0.83,-0.83,-0.87,-0.98,-1.0,-1.03,-1.06,-1.11,-1.23,-1.27,-1.43,-1.52,-1.56,-2.05,-4.46
2026-07-28 07:44,22.44,14.39,10.04,8.26,7.98,3.61,2.57,2.41,0.24,0.18,-0.15,-0.21,-0.38,-0.42,-0.67,-0.71,-0.74,-0.74,-0.83,-0.83,-0.83,-0.89,-0.9,-0.92,-0.97,-0.98,-1.02,-1.08,-1.13,-1.23,-1.25,-1.33,-1.86,-1.89,-5.06
2026-07-29 04:50,21.29,19.35,16.43,15.24,14.31,4.59,3.44,2.74,1.6,1.33,1.22,0.93,0.6,0.58,0.5,0.34,0.04,-0.11,-0.12,-0.13,-0.26,-0.27,-0.32,-0.39,-0.5,-0.51,-0.58,-0.65,-0.71,-0.87,-0.9,-0.92,-1.04,-1.11,-1.41
2026-07-29 07:50,30.58,19.67,18.64,14.94,13.73,4.8,4.06,3.26,1.7,0.85,0.79,0.77,0.73,0.62,0.52,0.37,0.26,0.23,0.19,0.16,-0.06,-0.19,-0.22,-0.3,-0.33,-0.52,-0.6,-0.65,-0.69,-0.75,-0.79,-0.87,-0.93,-1.05,-1.26
2026-07-30 04:38,30.07,18.04,16.25,13.44,11.19,5.57,5.3,3.45,0.52,0.49,0.46,0.3,0.21,0.19,0.07,-0.04,-0.24,-0.26,-0.44,-0.6,-0.62,-0.66,-0.72,-0.75,-0.76,-0.77,-0.79,-0.8,-0.81,-0.86,-0.92,-0.92,-0.99,-1.21,-1.31
2026-07-30 07:39,29.08,23.7,18.25,17.53,15.15,5.76,5.57,3.65,0.49,0.45,0.33,0.33,0.19,0.16,0.13,0.09,-0.1,-0.14,-0.18,-0.26,-0.39,-0.42,-0.42,-0.52,-0.56,-0.57,-0.58,-0.59,-0.62,-0.73,-0.8,-1.0,-1.08,-1.08,-1.5
2026-07-31 05:04,29.82,18.16,16.94,13.45,11.33,5.32,4.66,3.45,1.73,1.27,0.35,0.32,0.14,0.04,-0.14,-0.18,-0.25,-0.35,-0.37,-0.46,-0.54,-0.54,-0.63,-0.66,-0.84,-1.04,-1.1,-1.21,-1.29,-1.36,-1.47,-1.71,-1.78,-1.84,-2.15
2026-07-31 08:06,29.85,17.62,17.01,13.79,11.28,5.35,5.22,2.9,1.88,0.82,0.75,0.51,0.19,0.13,-0.1,-0.3,-0.3,-0.39,-0.46,-0.53,-0.55,-0.57,-0.79,-0.9,-0.99,-1.0,-1.06,-1.1,-1.15,-1.24,-1.31,-1.36,-1.45,-1.7,-2.05
